practitioner_role_id,telecom_system,telecom_value,telecom_use
cfcb6b11-2424-4adc-af38-b3fdf42531a0,fax,7603402369,work
cfcb6b11-2424-4adc-af38-b3fdf42531a0,fax,7609564705,work
cfcb6b11-2424-4adc-af38-b3fdf42531a0,fax,9094936091,work
cfcb6b11-2424-4adc-af38-b3fdf42531a0,fax,9098256991,work
cfcb6b11-2424-4adc-af38-b3fdf42531a0,fax,9099459450,work
cfcb6b11-2424-4adc-af38-b3fdf42531a0,fax,9099493967,work
cfcb6b11-2424-4adc-af38-b3fdf42531a0,fax,9512253441,work
cfcb6b11-2424-4adc-af38-b3fdf42531a0,fax,9512963602,work
cfcb6b11-2424-4adc-af38-b3fdf42531a0,fax,9516861191,work
cfcb6b11-2424-4adc-af38-b3fdf42531a0,fax,9517374040,work
cfcb6b11-2424-4adc-af38-b3fdf42531a0,phone,7603276225,work
cfcb6b11-2424-4adc-af38-b3fdf42531a0,phone,7603402394,work
cfcb6b11-2424-4adc-af38-b3fdf42531a0,phone,7606593990,work
cfcb6b11-2424-4adc-af38-b3fdf42531a0,phone,7609561100,work
cfcb6b11-2424-4adc-af38-b3fdf42531a0,phone,8003458979,work
cfcb6b11-2424-4adc-af38-b3fdf42531a0,phone,9098253425,work
cfcb6b11-2424-4adc-af38-b3fdf42531a0,phone,9516861190,work
1bec3689-c0a6-419e-82e3-3f2b8ff75af7,fax,7602568710,work
1bec3689-c0a6-419e-82e3-3f2b8ff75af7,fax,7609564705,work
1bec3689-c0a6-419e-82e3-3f2b8ff75af7,fax,9098254778,work
1bec3689-c0a6-419e-82e3-3f2b8ff75af7,fax,9098256991,work
1bec3689-c0a6-419e-82e3-3f2b8ff75af7,fax,9099379238,work
1bec3689-c0a6-419e-82e3-3f2b8ff75af7,fax,9099459450,work
1bec3689-c0a6-419e-82e3-3f2b8ff75af7,fax,9099493967,work
1bec3689-c0a6-419e-82e3-3f2b8ff75af7,fax,9512963602,work
1bec3689-c0a6-419e-82e3-3f2b8ff75af7,phone,7602568791,work
1bec3689-c0a6-419e-82e3-3f2b8ff75af7,phone,7609561100,work
1bec3689-c0a6-419e-82e3-3f2b8ff75af7,phone,8003458979,work
1bec3689-c0a6-419e-82e3-3f2b8ff75af7,phone,9098253425,work
1bec3689-c0a6-419e-82e3-3f2b8ff75af7,phone,9099379230,work
1bec3689-c0a6-419e-82e3-3f2b8ff75af7,phone,9099453563,work
1bec3689-c0a6-419e-82e3-3f2b8ff75af7,phone,9099828846,work
1bec3689-c0a6-419e-82e3-3f2b8ff75af7,phone,9512962244,work
48b74471-daaf-4ae8-a159-bfc4c96b2fef,fax,7603470776,work
48b74471-daaf-4ae8-a159-bfc4c96b2fef,phone,7603472887,work
e84747b8-d10e-4a94-94c7-a4ad4949a471,fax,9516522922,work
e84747b8-d10e-4a94-94c7-a4ad4949a471,phone,9516521600,work
01c4128b-fd44-46d6-ac69-f51e3dee6fa3,fax,9514865705,work
01c4128b-fd44-46d6-ac69-f51e3dee6fa3,phone,9514864000,work
ec0116f0-2b0b-4fbb-bcbe-3b23aaf4726b,fax,9098254778,work
ec0116f0-2b0b-4fbb-bcbe-3b23aaf4726b,fax,9099444975,work
ec0116f0-2b0b-4fbb-bcbe-3b23aaf4726b,phone,9098253425,work
ec0116f0-2b0b-4fbb-bcbe-3b23aaf4726b,phone,9099445353,work
713c9ef1-fade-4d16-bc0b-5bd18ef55ffd,fax,7607783781,work
713c9ef1-fade-4d16-bc0b-5bd18ef55ffd,phone,7603254088,work
574f34f7-ee50-436e-913d-2fba7d270f57,fax,7604770694,work
574f34f7-ee50-436e-913d-2fba7d270f57,fax,9093827115,work
574f34f7-ee50-436e-913d-2fba7d270f57,phone,7604770733,work
574f34f7-ee50-436e-913d-2fba7d270f57,phone,9093827100,work
02c2aa1f-8a42-4bec-942b-ec6cf81582c0,fax,9099898005,work
02c2aa1f-8a42-4bec-942b-ec6cf81582c0,phone,9099894055,work
644f297f-5712-4b76-af4c-d9796046212f,fax,9514865595,work
644f297f-5712-4b76-af4c-d9796046212f,fax,9514866580,work
644f297f-5712-4b76-af4c-d9796046212f,fax,9515718936,work
644f297f-5712-4b76-af4c-d9796046212f,phone,9514864000,work
644f297f-5712-4b76-af4c-d9796046212f,phone,9519889500,work
069d2b72-54b8-4e50-8da5-4556c478d577,fax,7603970066,work
069d2b72-54b8-4e50-8da5-4556c478d577,phone,7603974476,work
b5501f47-4da2-4770-b5fb-5dd25d445e96,fax,9513431777,work
b5501f47-4da2-4770-b5fb-5dd25d445e96,fax,9515308877,work
b5501f47-4da2-4770-b5fb-5dd25d445e96,fax,9517347904,work
b5501f47-4da2-4770-b5fb-5dd25d445e96,phone,9513431700,work
b5501f47-4da2-4770-b5fb-5dd25d445e96,phone,9515308989,work
b5501f47-4da2-4770-b5fb-5dd25d445e96,phone,9517347900,work
8e537610-f49d-4291-a356-1bf1240e28b9,fax,9516987451,work
8e537610-f49d-4291-a356-1bf1240e28b9,phone,9516987720,work
fd00668d-1175-4359-bbee-e26002bfa411,fax,9099831076,work
fd00668d-1175-4359-bbee-e26002bfa411,phone,9099835575,work
566944e5-ea13-4b70-aa53-083b440c56e4,fax,6267376034,work
566944e5-ea13-4b70-aa53-083b440c56e4,phone,9093434550,work
5271aae7-6c3a-4e51-bad7-f1cb46ad28e0,fax,9519006146,work
5271aae7-6c3a-4e51-bad7-f1cb46ad28e0,phone,9518881346,work
0bc2f1d2-6f4b-42f6-80dd-9b408cb4e817,fax,9097712870,work
0bc2f1d2-6f4b-42f6-80dd-9b408cb4e817,phone,9093827100,work
92f33548-0a83-4116-a600-63eec1956597,fax,9093835010,work
92f33548-0a83-4116-a600-63eec1956597,fax,9098812114,work
92f33548-0a83-4116-a600-63eec1956597,phone,9093835000,work
92f33548-0a83-4116-a600-63eec1956597,phone,9098812020,work
cdd0e564-d447-419c-bc89-9076b01b3a24,fax,9512794111,work
cdd0e564-d447-419c-bc89-9076b01b3a24,fax,9514036626,work
cdd0e564-d447-419c-bc89-9076b01b3a24,fax,9518930600,work
cdd0e564-d447-419c-bc89-9076b01b3a24,phone,9512794900,work
cdd0e564-d447-419c-bc89-9076b01b3a24,phone,9518083000,work
cdd0e564-d447-419c-bc89-9076b01b3a24,phone,9518930100,work
08c06cb9-c145-42aa-b243-f24087ddb956,fax,9095801731,work
08c06cb9-c145-42aa-b243-f24087ddb956,phone,9095801680,work
9982d55d-1e69-43dc-8f29-8e3b86796132,fax,7607395669,work
9982d55d-1e69-43dc-8f29-8e3b86796132,fax,9514751308,work
9982d55d-1e69-43dc-8f29-8e3b86796132,fax,9515063002,work
9982d55d-1e69-43dc-8f29-8e3b86796132,fax,9516523335,work
9982d55d-1e69-43dc-8f29-8e3b86796132,fax,9516749517,work
9982d55d-1e69-43dc-8f29-8e3b86796132,fax,9516774106,work
9982d55d-1e69-43dc-8f29-8e3b86796132,phone,7607678460,work
9982d55d-1e69-43dc-8f29-8e3b86796132,phone,9514751307,work
9982d55d-1e69-43dc-8f29-8e3b86796132,phone,9515063001,work
9982d55d-1e69-43dc-8f29-8e3b86796132,phone,9516523334,work
9982d55d-1e69-43dc-8f29-8e3b86796132,phone,9516749515,work
9982d55d-1e69-43dc-8f29-8e3b86796132,phone,9516774105,work
1752d11d-a43c-4f4a-b9dd-d2c91b9cc2b3,fax,9096257268,work
1752d11d-a43c-4f4a-b9dd-d2c91b9cc2b3,phone,9096257175,work
ef370183-3e36-481a-9cc3-acd7d68834a3,fax,9099847268,work
ef370183-3e36-481a-9cc3-acd7d68834a3,phone,9094699017,work
aede2473-11c7-412f-9f4f-365abc809be2,fax,7604514700,work
aede2473-11c7-412f-9f4f-365abc809be2,fax,9095461091,work
aede2473-11c7-412f-9f4f-365abc809be2,fax,9512418230,work
aede2473-11c7-412f-9f4f-365abc809be2,fax,9513735600,work
aede2473-11c7-412f-9f4f-365abc809be2,fax,9515712370,work
aede2473-11c7-412f-9f4f-365abc809be2,phone,7604514720,work
aede2473-11c7-412f-9f4f-365abc809be2,phone,9095467560,work
aede2473-11c7-412f-9f4f-365abc809be2,phone,9512248220,work
aede2473-11c7-412f-9f4f-365abc809be2,phone,9513735620,work
aede2473-11c7-412f-9f4f-365abc809be2,phone,9515712350,work
30992dbf-6c94-4b73-b8e7-81a6033a0b23,fax,9519006146,work
30992dbf-6c94-4b73-b8e7-81a6033a0b23,phone,9518881346,work
0c5e70a8-5999-4318-b25c-42208afa6bf2,fax,9093383221,work
0c5e70a8-5999-4318-b25c-42208afa6bf2,phone,9093383222,work
5cfad549-bae6-4a75-a14c-f39bebc8c8e3,fax,9095803920,work
5cfad549-bae6-4a75-a14c-f39bebc8c8e3,phone,9095802750,work
4776237b-2fcf-4481-ba1c-eecdd7cbb77f,fax,8778875774,work
4776237b-2fcf-4481-ba1c-eecdd7cbb77f,fax,9095801731,work
4776237b-2fcf-4481-ba1c-eecdd7cbb77f,fax,9098814947,work
4776237b-2fcf-4481-ba1c-eecdd7cbb77f,phone,6265934753,work
4776237b-2fcf-4481-ba1c-eecdd7cbb77f,phone,9095801680,work
4776237b-2fcf-4481-ba1c-eecdd7cbb77f,phone,9096217647,work
4776237b-2fcf-4481-ba1c-eecdd7cbb77f,phone,9098861905,work
30b0a1a2-cc58-4ee2-ba79-f7a39c025d37,fax,9094600020,work
30b0a1a2-cc58-4ee2-ba79-f7a39c025d37,fax,9095814455,work
30b0a1a2-cc58-4ee2-ba79-f7a39c025d37,phone,9095814667,work
30b0a1a2-cc58-4ee2-ba79-f7a39c025d37,phone,9099882555,work
468c9229-7541-4b38-a266-ab0b62d529ca,fax,7603402369,work
468c9229-7541-4b38-a266-ab0b62d529ca,fax,7609564705,work
468c9229-7541-4b38-a266-ab0b62d529ca,fax,9098256991,work
468c9229-7541-4b38-a266-ab0b62d529ca,fax,9099379238,work
468c9229-7541-4b38-a266-ab0b62d529ca,fax,9099493967,work
468c9229-7541-4b38-a266-ab0b62d529ca,fax,9512963602,work
468c9229-7541-4b38-a266-ab0b62d529ca,fax,9516861191,work
468c9229-7541-4b38-a266-ab0b62d529ca,fax,9519493967,work
468c9229-7541-4b38-a266-ab0b62d529ca,phone,7603276225,work
468c9229-7541-4b38-a266-ab0b62d529ca,phone,7603402394,work
468c9229-7541-4b38-a266-ab0b62d529ca,phone,8003458979,work
468c9229-7541-4b38-a266-ab0b62d529ca,phone,9098253425,work
468c9229-7541-4b38-a266-ab0b62d529ca,phone,9099379230,work
468c9229-7541-4b38-a266-ab0b62d529ca,phone,9099828846,work
468c9229-7541-4b38-a266-ab0b62d529ca,phone,9512962244,work
468c9229-7541-4b38-a266-ab0b62d529ca,phone,9516861190,work
d0cdbe81-f668-4e2e-b4df-8c1aba36e236,fax,7603227069,work
d0cdbe81-f668-4e2e-b4df-8c1aba36e236,fax,9097932775,work
d0cdbe81-f668-4e2e-b4df-8c1aba36e236,fax,9516894434,work
d0cdbe81-f668-4e2e-b4df-8c1aba36e236,phone,7603255588,work
d0cdbe81-f668-4e2e-b4df-8c1aba36e236,phone,9097932964,work
d0cdbe81-f668-4e2e-b4df-8c1aba36e236,phone,9516894431,work
7b5d786b-a721-4914-95f7-4365e0546c9d,fax,8669979757,work
7b5d786b-a721-4914-95f7-4365e0546c9d,fax,9514790074,work
7b5d786b-a721-4914-95f7-4365e0546c9d,phone,7603423336,work
7b5d786b-a721-4914-95f7-4365e0546c9d,phone,9514790070,work
8891b59e-fbe2-4ee1-afb7-bc2d24b51757,fax,9096147644,work
8891b59e-fbe2-4ee1-afb7-bc2d24b51757,phone,9093634661,work
f87d9bc3-fbed-4a4b-b0c5-d018ea5e6424,fax,7602412140,work
f87d9bc3-fbed-4a4b-b0c5-d018ea5e6424,phone,7602418000,work
5f88036f-6d87-4ac2-90f7-23d8adce5f6b,fax,8667320113,work
5f88036f-6d87-4ac2-90f7-23d8adce5f6b,phone,7603659305,work
e0397863-7832-450f-a525-c8c1fdca7988,fax,9093870760,work
e0397863-7832-450f-a525-c8c1fdca7988,phone,8554228029,work
90e0b64a-cbc5-4b54-9631-77395c85dbcc,fax,9512467373,work
90e0b64a-cbc5-4b54-9631-77395c85dbcc,fax,9513036449,work
90e0b64a-cbc5-4b54-9631-77395c85dbcc,fax,9515718936,work
90e0b64a-cbc5-4b54-9631-77395c85dbcc,phone,9512463033,work
90e0b64a-cbc5-4b54-9631-77395c85dbcc,phone,9513036440,work
90e0b64a-cbc5-4b54-9631-77395c85dbcc,phone,9519889500,work
059b330c-a872-40ba-a5cc-5ed5a136714d,fax,9512758762,work
059b330c-a872-40ba-a5cc-5ed5a136714d,phone,9519550840,work
00a7f90e-80d5-4e9f-b690-8c4cd44475e3,fax,7603675986,work
00a7f90e-80d5-4e9f-b690-8c4cd44475e3,phone,7603675906,work
2c7e671a-ec53-41e9-a9ec-28100a68fa51,fax,7604143892,work
2c7e671a-ec53-41e9-a9ec-28100a68fa51,phone,9512522720,work
e3f963dc-7d33-41c0-b891-629ef7234db9,fax,8889726916,work
e3f963dc-7d33-41c0-b891-629ef7234db9,phone,9515343222,work
31743a97-ee1b-4752-8b37-f5114b90d28e,fax,9093827115,work
31743a97-ee1b-4752-8b37-f5114b90d28e,fax,9097712853,work
31743a97-ee1b-4752-8b37-f5114b90d28e,phone,9093827100,work
477283cf-17a0-415e-a591-95a831227566,fax,6267376034,work
477283cf-17a0-415e-a591-95a831227566,phone,9093253766,work
c3faefe2-6b71-444f-a42d-847183fab753,fax,9516026508,work
c3faefe2-6b71-444f-a42d-847183fab753,phone,9099395007,work
2b081246-e655-44ae-bb3b-17f65d47cc54,fax,9093827115,work
2b081246-e655-44ae-bb3b-17f65d47cc54,phone,9093827100,work
aec4ba0f-8b2d-4a99-9b41-6a2f6eb91265,fax,9093870760,work
aec4ba0f-8b2d-4a99-9b41-6a2f6eb91265,fax,9098770008,work
aec4ba0f-8b2d-4a99-9b41-6a2f6eb91265,fax,9514864545,work
aec4ba0f-8b2d-4a99-9b41-6a2f6eb91265,fax,9516832105,work
aec4ba0f-8b2d-4a99-9b41-6a2f6eb91265,phone,8554228029,work
aec4ba0f-8b2d-4a99-9b41-6a2f6eb91265,phone,9098778868,work
aec4ba0f-8b2d-4a99-9b41-6a2f6eb91265,phone,9514864000,work
aec4ba0f-8b2d-4a99-9b41-6a2f6eb91265,phone,9516832106,work
453875cf-12a0-4671-86bb-0f2a14e83ecf,fax,9512463747,work
453875cf-12a0-4671-86bb-0f2a14e83ecf,fax,9516007164,work
453875cf-12a0-4671-86bb-0f2a14e83ecf,fax,9516525547,work
453875cf-12a0-4671-86bb-0f2a14e83ecf,phone,9516007630,work
453875cf-12a0-4671-86bb-0f2a14e83ecf,phone,9516523558,work
453875cf-12a0-4671-86bb-0f2a14e83ecf,phone,9516727967,work
a6d9211b-5b75-4645-95f2-f273b00c40da,fax,9098812114,work
a6d9211b-5b75-4645-95f2-f273b00c40da,fax,9098853997,work
a6d9211b-5b75-4645-95f2-f273b00c40da,fax,9099870099,work
a6d9211b-5b75-4645-95f2-f273b00c40da,phone,9098812020,work
a6d9211b-5b75-4645-95f2-f273b00c40da,phone,9098883266,work
a6d9211b-5b75-4645-95f2-f273b00c40da,phone,9099873330,work
3dcb00ae-ca9c-4f64-9ab7-c388c39decc3,fax,9515878405,work
3dcb00ae-ca9c-4f64-9ab7-c388c39decc3,phone,9515878105,work
d1a90de3-5815-4007-857e-9128ab5e3123,fax,3234710132,work
d1a90de3-5815-4007-857e-9128ab5e3123,fax,7609515382,work
d1a90de3-5815-4007-857e-9128ab5e3123,phone,5512203651,work
d1a90de3-5815-4007-857e-9128ab5e3123,phone,7609510065,work
d02a83a2-2156-46e6-8272-95aa22077eec,fax,7603208241,work
d02a83a2-2156-46e6-8272-95aa22077eec,phone,7607782210,work
bc419c21-6704-4ffc-a10e-ff5a7507db99,fax,9092047861,work
bc419c21-6704-4ffc-a10e-ff5a7507db99,fax,9094500356,work
bc419c21-6704-4ffc-a10e-ff5a7507db99,fax,9095730255,work
bc419c21-6704-4ffc-a10e-ff5a7507db99,fax,9095917226,work
bc419c21-6704-4ffc-a10e-ff5a7507db99,fax,9099852244,work
bc419c21-6704-4ffc-a10e-ff5a7507db99,fax,9515477951,work
bc419c21-6704-4ffc-a10e-ff5a7507db99,phone,9092047860,work
bc419c21-6704-4ffc-a10e-ff5a7507db99,phone,9094933890,work
bc419c21-6704-4ffc-a10e-ff5a7507db99,phone,9095278090,work
bc419c21-6704-4ffc-a10e-ff5a7507db99,phone,9095910843,work
bc419c21-6704-4ffc-a10e-ff5a7507db99,phone,9099852211,work
f2417c1e-65f6-41aa-bdf2-f23d5537d3bb,fax,9097278012,work
f2417c1e-65f6-41aa-bdf2-f23d5537d3bb,phone,9092564175,work
354cf557-f924-4d49-bd1c-9857b565594c,fax,9098838972,work
354cf557-f924-4d49-bd1c-9857b565594c,phone,9098829150,work
57bda955-3688-4762-829e-be37e19a83fd,fax,7604164829,work
57bda955-3688-4762-829e-be37e19a83fd,phone,7604164819,work
39f6951e-8a08-43a9-8f08-034ac033ef01,fax,7603211094,work
39f6951e-8a08-43a9-8f08-034ac033ef01,fax,7603470909,work
39f6951e-8a08-43a9-8f08-034ac033ef01,fax,7604066057,work
39f6951e-8a08-43a9-8f08-034ac033ef01,fax,7604932922,work
39f6951e-8a08-43a9-8f08-034ac033ef01,fax,7605732009,work
39f6951e-8a08-43a9-8f08-034ac033ef01,fax,7606566155,work
39f6951e-8a08-43a9-8f08-034ac033ef01,fax,9513303570,work
39f6951e-8a08-43a9-8f08-034ac033ef01,fax,9513808596,work
39f6951e-8a08-43a9-8f08-034ac033ef01,fax,9514760116,work
39f6951e-8a08-43a9-8f08-034ac033ef01,phone,7603180505,work
39f6951e-8a08-43a9-8f08-034ac033ef01,phone,7603211315,work
39f6951e-8a08-43a9-8f08-034ac033ef01,phone,7603477676,work
39f6951e-8a08-43a9-8f08-034ac033ef01,phone,7604932929,work
39f6951e-8a08-43a9-8f08-034ac033ef01,phone,7605732220,work
39f6951e-8a08-43a9-8f08-034ac033ef01,phone,7606566100,work
39f6951e-8a08-43a9-8f08-034ac033ef01,phone,9513303100,work
39f6951e-8a08-43a9-8f08-034ac033ef01,phone,9513303550,work
39f6951e-8a08-43a9-8f08-034ac033ef01,phone,9514760115,work
684e3222-e5c8-4fe5-8be3-d60223d5f39e,fax,9095806369,work
684e3222-e5c8-4fe5-8be3-d60223d5f39e,fax,9497201172,work
684e3222-e5c8-4fe5-8be3-d60223d5f39e,phone,7609517762,work
684e3222-e5c8-4fe5-8be3-d60223d5f39e,phone,9095806353,work
cb9ae2cb-fd73-4668-abac-07e118e40938,fax,7609482179,work
cb9ae2cb-fd73-4668-abac-07e118e40938,phone,7609565057,work
61e3b1d3-fbf8-4751-b1d9-4a0a6171f177,fax,9516842980,work
61e3b1d3-fbf8-4751-b1d9-4a0a6171f177,phone,9513244291,work
61e3b1d3-fbf8-4751-b1d9-4a0a6171f177,phone,9513762692,work
c1fa2c00-92a4-4dab-893c-7fda7c600900,fax,9094478593,work
c1fa2c00-92a4-4dab-893c-7fda7c600900,fax,9095816738,work
c1fa2c00-92a4-4dab-893c-7fda7c600900,phone,9094478585,work
c1fa2c00-92a4-4dab-893c-7fda7c600900,phone,9095278110,work
4e4a56ba-682e-470e-abc3-dcd683aa8761,fax,2145395894,work
4e4a56ba-682e-470e-abc3-dcd683aa8761,phone,7602235311,work
4e683c4e-2f0c-4b2a-83e2-0a84479070fc,fax,9096307869,work
4e683c4e-2f0c-4b2a-83e2-0a84479070fc,fax,9099460166,work
4e683c4e-2f0c-4b2a-83e2-0a84479070fc,phone,9096307868,work
4e683c4e-2f0c-4b2a-83e2-0a84479070fc,phone,9098659977,work
adff9e99-74dd-46b9-a403-61056f80a168,fax,2097592672,work
adff9e99-74dd-46b9-a403-61056f80a168,phone,9094559473,work
9de96fa9-0964-4e58-b394-87f7f57b9dba,fax,9093827115,work
9de96fa9-0964-4e58-b394-87f7f57b9dba,fax,9097712853,work
9de96fa9-0964-4e58-b394-87f7f57b9dba,phone,9093827100,work
3ab6c02e-1fdc-48cb-be5e-a25ca13bb900,fax,7604931323,work
3ab6c02e-1fdc-48cb-be5e-a25ca13bb900,phone,4422554411,work
b0f4325e-c9e6-47d7-9654-78365df3603c,fax,9513691064,work
b0f4325e-c9e6-47d7-9654-78365df3603c,phone,9513697288,work
5c9f058c-dc1c-4aad-b8c6-680bb0273111,fax,9098831739,work
5c9f058c-dc1c-4aad-b8c6-680bb0273111,fax,9513522839,work
5c9f058c-dc1c-4aad-b8c6-680bb0273111,fax,9516008771,work
5c9f058c-dc1c-4aad-b8c6-680bb0273111,fax,9516811312,work
5c9f058c-dc1c-4aad-b8c6-680bb0273111,fax,9516841312,work
5c9f058c-dc1c-4aad-b8c6-680bb0273111,fax,9519296431,work
5c9f058c-dc1c-4aad-b8c6-680bb0273111,phone,9098838938,work
5c9f058c-dc1c-4aad-b8c6-680bb0273111,phone,9513523937,work
5c9f058c-dc1c-4aad-b8c6-680bb0273111,phone,9516008700,work
5c9f058c-dc1c-4aad-b8c6-680bb0273111,phone,9516528000,work
5c9f058c-dc1c-4aad-b8c6-680bb0273111,phone,9516846464,work
c617aab9-b6c1-4000-82fd-43f80bf35430,fax,9516027730,work
c617aab9-b6c1-4000-82fd-43f80bf35430,phone,9512578045,work
954a3703-d3d2-4623-b606-db300fa66cc2,fax,7604143702,work
954a3703-d3d2-4623-b606-db300fa66cc2,fax,7604143892,work
954a3703-d3d2-4623-b606-db300fa66cc2,phone,9512522720,work
954a3703-d3d2-4623-b606-db300fa66cc2,phone,9512722720,work
9a4281ad-589c-441d-8d40-2106cd8c0a1a,fax,9516720206,work
9a4281ad-589c-441d-8d40-2106cd8c0a1a,phone,9516720455,work
fc370018-48e8-4fc4-ab04-48fb54d5f557,fax,7602440300,work
fc370018-48e8-4fc4-ab04-48fb54d5f557,fax,7602562893,work
